區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
中正區,中正國中裝潢美宅,台北市中正區和平西路一段,3498 萬 (含車位價),住宅大樓,6.7年,建坪25.36,主+陽12.49,2/14樓,1房(室)1廳1衛,1
中正區,古亭中正觀邸,台北市中正區汀州路二段,3368 萬 (含車位價),辦公商業大樓,30.1年,建坪43.03,主+陽25.43,3/14樓,2房(室)2廳1衛,1
中正區,黑土東門邊間金華,台北市中正區連雲街,4380 萬,公寓,60.6年,建坪39.50,主39.50,3/4樓,3房(室)2廳1.5衛,0
中正區,實小黃金3樓邊間,台北市中正區三元街,1588 萬,公寓,47.9年,建坪20.99,主+陽20.98,3/5樓,3房(室)2廳1衛(含加蓋1房(室)--廳1衛),0
中正區,台大靜巷電梯四房,台北市中正區晉江街,6000 萬,華廈,48.7年,建坪68.03,主+陽68.03,5/6樓,4房(室)2廳3衛,0
中正區,翔譽第一名廈豪邸,台北市中正區廈門街,2998 萬 (含車位價),辦公商業大樓,17.8年,建坪30.81,主+陽17.64,2/15樓,2房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
中正區,藍線捷運景觀辦公,台北市中正區忠孝東路一段,18800 萬,辦公商業大樓,43.3年,建坪153.17,主118.63,7/12樓,5房(室)2廳2衛,0
中正區,台大樸園坡平車位,台北市中正區汀州路三段,4580 萬 (含車位價),華廈,25.3年,建坪46.67,主+陽23.81,4/9樓,2房(室)2廳2衛,1
中正區,耕玉東門坡車新屋,台北市中正區連雲街,9980 萬 (含車位價),住宅大樓,1.8年,建坪63.28,主+陽33.51,10/13樓,3房(室)2廳2衛,1
中正區,廈川里美2FB1,台北市中正區,1731 萬,住宅大樓,--年,建坪17.02,主+陽11.08,2/14樓,2房(室)1廳1衛,0
中正區,戀戀台大小品,台北市中正區羅斯福路四段,1980 萬,辦公商業大樓,20.1年,建坪15.79,主+陽10.82,7/15樓,1房(室)1廳1衛,0
中正區,古亭捷運金鑽電梯,台北市中正區南昌路二段,3380 萬 (含車位價),辦公商業大樓,29.2年,建坪37.40,主17.65,3/11樓,2房(室)2廳1衛,1
中正區,獨戶朝南高樓遠景,台北市中正區濟南路一段,12630 萬 (含車位價),住宅大樓,20.1年,建坪83.23,主+陽49.22,13/15樓,4房(室)2廳2衛,1
中正區,高樓遠景四面採光,台北市中正區杭州南路一段,11800 萬 (含車位價),住宅大樓,18.1年,建坪106.18,主+陽64.68,14/14樓,5房(室)2廳3衛(含加蓋--房(室)--廳1衛),1
中正區,中正國中靜巷大戶,台北市中正區杭州南路一段,5800 萬,辦公商業大樓,40.5年,建坪46.32,主+平44.46,1/10樓,6房(室)2廳2衛(含加蓋1房(室)--廳--衛),0
中正區,中正國中電梯2房,台北市中正區杭州南路一段,3380 萬,華廈,9.8年,建坪22.68,主+陽14.03,2/7樓,--房(室)1廳1衛,0
中正區,仁愛靜巷五房坡車,台北市中正區仁愛路一段,8899 萬 (含車位價),華廈,11.5年,建坪69.89,主+陽31.54,6/9樓,5房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
中正區,仁愛璞園正面公園,台北市中正區臨沂街,8288 萬 (含車位價),華廈,24.4年,建坪70.62,主+陽36.08,2/7樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
中正區,南門學區裝潢美宅,台北市中正區中華路二段,4280 萬,華廈,51.7年,建坪51.22,主42.68,4/7樓,4房(室)2廳2衛,0
中正區,捷運古亭燙金商辦,台北市中正區南昌路二段,1988 萬,辦公商業大樓,31.5年,建坪16.95,主+陽12.22,4/11樓,--房(室)--廳1衛,0
中正區,廈川里美2FB2,台北市中正區,1765 萬,住宅大樓,--年,建坪17.00,主+陽11.06,2/14樓,2房(室)1廳1衛,0
中正區,校園邊間電梯美廈,台北市中正區詔安街,2768 萬,華廈,48.5年,建坪43.96,主+陽37.48,2/7樓,3房(室)2廳2衛,0
中正區,中正學區DC2房,台北市中正區南昌路一段,3588 萬 (含車位價),住宅大樓,16.8年,建坪33.60,主+陽17.16,11/15樓,2房(室)1廳1衛,1
中正區,汀洲路低總價店辦,台北市中正區汀州路一段,1768 萬 (含車位價),店面,9.5年,建坪16.24,主7.51,1/9樓,--房(室)1廳1衛,1
中正區,東門金華兩房車,台北市中正區臨沂街,4586 萬 (含車位價),華廈,17.6年,建坪45.51,主+陽21.71,4/6樓,2房(室)2廳1衛,1
中正區,樹海美廈三房雙車,台北市中正區林森南路,5688 萬 (含車位價),華廈,15.5年,建坪58.91,主+陽28.20,2/10樓,3房(室)2廳2衛,1
中正區,面寬三角金鑽店面,台北市中正區杭州南路一段,5980 萬,店面,39.8年,建坪--,無資料,B1~1/7樓,2房(室)2廳2衛,0
中正區,附小捷運電梯名門,台北市中正區南昌路一段,4600 萬,辦公商業大樓,33.7年,建坪39.95,主+陽+露37.85,10/12樓,3房(室)2廳2衛,0
中正區,向陽上冠優質三房,台北市中正區漢口街一段,4980 萬 (含車位價),住宅大樓,1.7年,建坪44.88,主+陽21.06,7/15樓,3房(室)2廳2衛,1
中正區,水岸露臺邊間美宅,台北市中正區廈門街,1988 萬,住宅大樓,7.4年,建坪21.15,主+陽12.37,2/12樓,1房(室)1廳1衛,0
中正區,古亭一樓庭院首選,台北市中正區廈門街,3380 萬,公寓,50.0年,建坪34.73,主34.73,1/4樓,2房(室)3廳1衛(含加蓋--房(室)1廳--衛),0
中正區,宏燁文華A戶2F,台北市中正區,1728 萬,華廈,--年,建坪12.51,主+陽7.14,2/9樓,1房(室)--廳1衛,0
中正區,仁愛獨家高樓四房,台北市中正區仁愛路二段,7588 萬 (含車位價),住宅大樓,45.2年,建坪63.09,主+陽47.31,8/12樓,4房(室)2廳2衛,1
中正區,邊間戶忠孝162,台北市中正區忠孝東路一段,2588 萬,辦公商業大樓,6.5年,建坪17.16,主+陽10.59,6/13樓,1房(室)1廳1衛,0
中正區,精華地段店辦一樓,台北市中正區南昌路一段,4900 萬,店面,50.2年,建坪78.83,主31.88,1/4樓,3房(室)2廳1衛,0
中正區,古亭捷運四房車位,台北市中正區廈門街,4688 萬 (含車位價),華廈,35.7年,建坪54.47,主+陽35.55,5/8樓,4房(室)2廳2衛,1
中正區,宏綺首相綠蔭豪邸,台北市中正區忠孝東路二段,11130 萬 (含車位價),住宅大樓,17.6年,建坪102.62,主+陽49.94,3/14樓,3房(室)2廳2衛,1
中正區,文華邊間兩房平車,台北市中正區廈門街,3680 萬 (含車位價),住宅大樓,7.2年,建坪42.21,主+陽20.03,4/12樓,2房(室)2廳1衛,1
中正區,台電捷運靜巷大戶,台北市中正區羅斯福路三段,4108 萬,公寓,30.5年,建坪45.64,主+陽43.41,2~3/5樓,4房(室)2廳2衛,0
中正區,中正東門管理電梯,台北市中正區金山南路一段,6388 萬 (含車位價),住宅大樓,15.8年,建坪47.46,主+陽27.25,5/11樓,3房(室)1廳2衛,1
中正區,大馬路捷運旁店面,台北市中正區師大路,4850 萬,店面,69.6年,建坪23.74,主23.74,1/3樓,--房(室)1廳1衛,0
中正區,宏普台北官邸豪邸,台北市中正區杭州南路一段,14988 萬 (含車位價),華廈,13.5年,建坪128.77,主+陽68.26,2~3/7樓,3房(室)2廳3衛(含加蓋--房(室)--廳1衛),1
中正區,宏燁文華C戶2F,台北市中正區,1475 萬,華廈,--年,建坪10.30,主+陽5.88,2/9樓,1房(室)--廳1衛,0
中正區,樹海面寬挑高金店,台北市中正區仁愛路二段,12888 萬 (含車位價),店面,30.5年,建坪91.57,主+平69.24,1/9樓,1房(室)1廳1衛,1
中正區,城中站前黃金店面,台北市中正區武昌街一段,5280 萬,店面,26.9年,建坪36.73,主21.13,B1/10樓,2房(室)1廳1衛,0
中正區,公館正三角窗住辦,台北市中正區汀州路三段,3488 萬,華廈,54.3年,建坪32.64,主+陽32.63,2/7樓,3房(室)1廳2衛,0
中正區,四方荷韻金店面,台北市中正區重慶南路二段,9500 萬,住宅大樓,5.4年,建坪44.57,主32.88,1/14樓,--房(室)--廳1衛,0
中正區,大馬路三角窗店面,台北市中正區南昌路一段,4688 萬 (含車位價),店面,16.8年,建坪40.76,主+陽27.38,1~2/15樓,2房(室)--廳--衛,1
中正區,台電大樓電梯鼎佳,台北市中正區羅斯福路三段,4650 萬,華廈,40.2年,建坪42.50,主+陽36.96,6/6樓,8房(室)3廳3衛(含加蓋4房(室)1廳1衛),0
中正區,中正附小首選設籍,台北市中正區愛國東路,2388 萬,華廈,17.5年,建坪15.35,主+陽7.41,3/8樓,1房(室)1廳1衛,0
中正區,中正傳家之寶,台北市中正區羅斯福路一段,17588 萬 (含車位價),住宅大樓,16.7年,建坪130.24,主+陽94.28,13/14樓,5房(室)2廳4衛,1
中正區,力麒建設麒御高樓,台北市中正區牯嶺街,16500 萬 (含車位價),住宅大樓,12.0年,建坪166.45,主+陽77.39,12/19樓,5房(室)2廳5衛,1
中正區,東門站旁管理兩房,台北市中正區信義路二段,2500 萬,華廈,17.2年,建坪14.42,主7.87,3/7樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
中正區,宏燁文華D戶2F,台北市中正區,1755 萬,華廈,--年,建坪12.96,主+陽7.40,2/9樓,1房(室)--廳1衛,0
中正區,台大邊間三房華廈,台北市中正區汀州路三段,2780 萬,華廈,44.7年,建坪32.13,主+陽28.29,6/7樓,3房(室)2廳2衛,0
中正區,仁愛獨棟電梯別墅,台北市中正區仁愛路二段,38000 萬 (含車位價),透天厝,13.5年,建坪135.08,主+陽127.65,1~5/5樓,4房(室)2廳4衛(含加蓋--房(室)--廳4衛),1
中正區,新生首都公園四房,台北市中正區仁愛路二段,8880 萬,住宅大樓,49.1年,建坪79.53,主62.47,7/12樓,5房(室)2廳3衛,0
中正區,景觀45坪大空間,台北市中正區水源路,3138 萬,辦公商業大樓,43.6年,建坪45.49,主+陽39.04,2/7樓,4房(室)2廳2衛,0
中正區,寰宇堂景觀豪邸,台北市中正區羅斯福路四段,8688 萬 (含車位價),住宅大樓,11.1年,建坪84.81,主+陽47.21,8/15樓,3房(室)2廳3衛,1
中正區,古亭捷運優質首選,台北市中正區和平西路一段,3280 萬,辦公商業大樓,38.9年,建坪39.41,主+陽34.99,2/12樓,1房(室)2廳2衛,0
中正區,植物園松濤苑,台北市中正區博愛路,42880 萬 (含車位價),住宅大樓,12.2年,建坪226.27,主+陽108.11,9/12樓,--房(室)--廳1衛,1
中正區,公館捷運靜巷辦公,台北市中正區羅斯福路四段,3280 萬,辦公商業大樓,20.0年,建坪27.54,主+陽18.89,7/15樓,--房(室)1廳1衛,0
中正區,博愛特區裝潢豪邸,台北市中正區衡陽路,6670 萬 (含車位價),住宅大樓,9.6年,建坪65.16,主+陽35.23,9/15樓,2房(室)2廳2衛,1
中正區,光華商場透天店面,台北市中正區八德路一段,36000 萬,透天厝,66.2年,建坪84.33,主84.33,1~3/3樓,--房(室)3廳1衛,0
中正區,廈川里美2FA1,台北市中正區,2734 萬,住宅大樓,--年,建坪26.97,主+陽17.59,2/14樓,3房(室)1廳1.5衛,0
中正區,古亭大坪數辦公,台北市中正區水源路,12000 萬 (含車位價),辦公商業大樓,19.4年,建坪133.57,主+陽68.23,1~2/13樓,5房(室)5廳3衛(含加蓋2房(室)1廳1衛),1
中正區,全新落成紀州同安,台北市中正區同安街,6188 萬 (含車位價),華廈,0.5年,建坪51.81,主+陽23.83,4/7樓,3房(室)2廳2衛,1
中正區,博愛特區精緻裝潢,台北市中正區博愛路,4800 萬 (含車位價),辦公商業大樓,10.2年,建坪38.50,主+陽24.44,5/15樓,3房(室)2廳2衛,1
中正區,大面寬採光商辦,台北市中正區博愛路,4980 萬,辦公商業大樓,34.6年,建坪42.58,主+陽33.57,6/13樓,--房(室)1廳1衛,0
中正區,正大馬路面寬店面,台北市中正區新生南路一段,13990 萬,店面,47.2年,建坪67.20,主+平59.12,1/7樓,3房(室)1廳2衛(含加蓋2房(室)--廳--衛),0
中正區,善導捷濟南路店辧,台北市中正區濟南路一段,4280 萬 (含車位價),店面,4.7年,建坪21.86,主+陽13.86,1/8樓,--房(室)1廳1衛,1
中正區,公園景觀美妝住辦,台北市中正區新生南路一段,5800 萬,公寓,42.4年,建坪45.45,主+平32.19,B1~1/5樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),0
中正區,國泰賦格華山臻邸,台北市中正區杭州北路,29900 萬 (含車位價),住宅大樓,13.3年,建坪196.65,主+陽89.06,13~14/14樓,4房(室)3廳4衛,1
中正區,台電捷運住辦一樓,台北市中正區汀州路三段,3998 萬,公寓,53.3年,建坪32.29,主32.29,1/4樓,7房(室)1廳5衛(含加蓋1房(室)--廳1衛),0
中正區,古亭捷運高樓景觀,台北市中正區同安街,6488 萬 (含車位價),華廈,0.5年,建坪51.81,主+陽23.83,7/7樓,3房(室)2廳2衛,1
中正區,廈川里美2FA2,台北市中正區,2729 萬,住宅大樓,--年,建坪27.06,主+陽17.65,2/14樓,3房(室)1廳1.5衛,0
中正區,免裝潢稀少三樓,台北市中正區廈門街,3380 萬,公寓,59.0年,建坪46.80,主46.80,3/5樓,4房(室)2廳2衛,0
中正區,中正東門四房車位,台北市中正區金山南路一段,8800 萬 (含車位價),住宅大樓,16.0年,建坪64.51,主+陽37.29,7/11樓,4房(室)2廳2衛(含加蓋--房(室)--廳1衛),1
中正區,城市之星稀有兩房,台北市中正區牯嶺街,3500 萬 (含車位價),住宅大樓,5.4年,建坪30.80,主+陽16.42,10/12樓,2房(室)2廳1衛,1
中正區,廈門街方正頂加,台北市中正區廈門街,2928 萬,公寓,58.3年,建坪44.70,主+陽44.71,4/4樓,6房(室)2廳2衛(含加蓋2房(室)--廳--衛),0
中正區,別墅美裝頂樓花園,台北市中正區廈門街,3988 萬,公寓,59.0年,建坪55.24,主55.24,4~5/5樓,6房(室)2廳2衛(含加蓋1房(室)--廳--衛),0
中正區,美裝璜大坪數一樓,台北市中正區廈門街,4980 萬,公寓,59.0年,建坪46.80,主46.80,1/5樓,3房(室)3廳2衛(含加蓋1房(室)1廳2衛),0
中正區,西門低總金店面,台北市中正區中華路一段,750 萬,辦公商業大樓,34.4年,建坪6.00,主2.47,1/14樓,1房(室)--廳--衛,0
中正區,未來捷運新屋兩房,台北市中正區南海路,3221 萬 (含車位價),華廈,1.1年,建坪37.19,主+陽15.98,2/7樓,2房(室)2廳1衛,1
中正區,邊間採光電梯兩房,台北市中正區南海路,3280 萬 (含車位價),華廈,1.1年,建坪37.33,主+陽15.98,3/7樓,2房(室)2廳1衛,1
中正區,中正區方正兩房,台北市中正區南海路,3280 萬 (含車位價),華廈,1.1年,建坪37.33,主+陽15.98,4/7樓,2房(室)2廳1衛,1
中正區,廈川里美2FB1,台北市中正區,1731 萬,住宅大樓,--年,建坪17.02,主+陽11.08,2/14樓,2房(室)1廳1衛,0
中正區,三創光華人潮金店,台北市中正區八德路一段,4500 萬,公寓,63.2年,建坪17.77,主17.77,1/2樓,--房(室)2廳1衛(含加蓋--房(室)1廳1衛),0
中正區,森林公園小豪邸,台北市中正區信義路二段,3168 萬,住宅大樓,7.7年,建坪18.06,主10.78,7/14樓,1房(室)1廳1衛,0
中正區,台電捷運一樓美居,台北市中正區羅斯福路三段,2600 萬,公寓,53.0年,建坪16.62,主16.62,1/4樓,3房(室)2廳2衛(含加蓋--房(室)--廳1衛),0
中正區,森林公園質感美屋,台北市中正區信義路二段,2900 萬,住宅大樓,7.7年,建坪16.20,主9.27,4/14樓,1房(室)1廳1衛,0
中正區,新美齊稀有陽台戶,台北市中正區信義路二段,3140 萬,住宅大樓,7.7年,建坪17.94,主+陽11.01,7/14樓,1房(室)1廳1衛,0
中正區,未來捷運電梯頂加,台北市中正區中華路二段,2300 萬,華廈,44.1年,建坪21.58,主+陽17.88,7/7樓,4房(室)4廳2衛(含加蓋2房(室)2廳1衛),0
中正區,地上權公寓三房,台北市中正區汀州路一段,1188 萬,公寓,50.7年,建坪32.19,主32.19,3/4樓,4房(室)2廳1衛,0
中正區,寧波西街優質金店,台北市中正區寧波西街,5680 萬,店面,41.8年,建坪28.72,主+平+陽27.24,1/7樓,1房(室)1廳1衛(含加蓋1房(室)--廳1衛),0
中正區,植物園電梯二樓,台北市中正區和平西路二段,3988 萬,辦公商業大樓,39.8年,建坪52.28,主+陽49.24,2/7樓,5房(室)2廳2衛,0
中正區,近雙子星都會精品,台北市中正區博愛路,5888 萬 (含車位價),辦公商業大樓,10.4年,建坪49.52,主+陽32.34,5/15樓,3房(室)2廳2衛,1
中正區,廈川里美2FB2,台北市中正區,1765 萬,住宅大樓,--年,建坪17.00,主+陽11.06,2/14樓,2房(室)1廳1衛,0
中正區,東門中正電梯三房,台北市中正區仁愛路二段,4680 萬 (含車位價),華廈,15.3年,建坪38.13,主+陽19.58,4/7樓,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1
中正區,廈門邊間採光佳,台北市中正區廈門街,2880 萬,辦公商業大樓,42.3年,建坪31.59,主+陽29.21,4/9樓,3房(室)2廳2衛,0
中正區,古亭匯捷運邊間,台北市中正區南昌路二段,4280 萬,住宅大樓,5.3年,建坪29.53,主+陽16.12,4/14樓,2房(室)2廳1衛,0
中正區,中正捷運角窗金店,台北市中正區水源路,3650 萬,店面,42.4年,建坪31.48,主+平24.78,1/12樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
中正區,古亭捷運公園3房,台北市中正區水源路,4180 萬 (含車位價),住宅大樓,6.8年,建坪41.36,主+陽21.18,2/15樓,3房(室)2廳2衛,1
中正區,中正國中電梯高樓,台北市中正區和平西路一段,2438 萬,住宅大樓,17.8年,建坪14.62,主+陽9.44,11/14樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
中正區,古亭捷運百年及第,台北市中正區和平西路一段,4371 萬,住宅大樓,40.7年,建坪42.38,主+陽35.84,7/12樓,2房(室)2廳2衛,0
中正區,中正國中電梯三房,台北市中正區羅斯福路二段,4280 萬,住宅大樓,48.0年,建坪29.61,主25.05,8/11樓,3房(室)2廳3衛,0
中正區,中正國中邊間美宅,台北市中正區和平西路一段,4388 萬 (含車位價),住宅大樓,6.8年,建坪28.97,主+陽14.54,3/14樓,1房(室)1廳1衛,1
中正區,南門市場面寬店面,台北市中正區羅斯福路一段,26488 萬,辦公商業大樓,54.0年,建坪227.28,主152.86,1/11樓,--房(室)1廳--衛,0
中正區,宏燁文華A戶2F,台北市中正區,1728 萬,華廈,--年,建坪12.51,主+陽7.14,2/9樓,1房(室)--廳1衛,0
中正區,西門捷運城中店霸,台北市中正區博愛路,13900 萬,店面,37.1年,建坪134.32,主+平89.38,1~B2/12樓,--房(室)3廳3衛,0
中正區,近捷運低總兩房,台北市中正區重慶南路三段,1450 萬,公寓,50.6年,建坪20.19,主20.19,2/4樓,2房(室)1廳1衛,0
中正區,古亭商二一樓公寓,台北市中正區廈門街,2800 萬,公寓,48.0年,建坪35.87,主24.15,B1~1/4樓,1房(室)1廳1衛,0
中正區,古亭捷運公寓一樓,台北市中正區晉江街,3988 萬,公寓,47.7年,建坪35.32,主+平35.31,1/5樓,3房(室)2廳2衛,0
中正區,汀州面寬金店面,台北市中正區汀州路一段,2180 萬,店面,46.1年,建坪17.27,主+平17.27,1/5樓,--房(室)1廳1衛(含加蓋--房(室)--廳1衛),0
中正區,北車投報低總金店,台北市中正區開封街一段,998 萬,店面,37.4年,建坪2.49,主1.12,1/12樓,--房(室)1廳--衛,0
中正區,未來捷運美妝華廈,台北市中正區汀州路一段,2880 萬,華廈,35.2年,建坪37.96,主+陽34.56,2/7樓,3房(室)2廳2衛,0
中正區,中正國中捷運兩房,台北市中正區羅斯福路二段,2850 萬,住宅大樓,36.6年,建坪23.74,主+陽19.10,8/12樓,1房(室)2廳1衛,0
中正區,氣派高樓露臺豪邸,台北市中正區杭州南路一段,17000 萬 (含車位價),華廈,17.7年,建坪117.28,主+陽75.33,9~10/10樓,6房(室)2廳3衛,1
中正區,古亭捷運面寬金店,台北市中正區杭州南路二段,8800 萬,店面,44.5年,建坪70.81,主+平43.35,1/7樓,3房(室)1廳1衛(含加蓋3房(室)--廳--衛),0
中正區,宏燁文華C戶2F,台北市中正區,1475 萬,華廈,--年,建坪10.30,主+陽5.88,2/9樓,1房(室)--廳1衛,0
中正區,正和平西質感店面,台北市中正區和平西路一段,3600 萬 (含車位價),店面,14.5年,建坪29.75,主13.19,1/18樓,--房(室)1廳1衛,1
中正區,台大公館精品透天,台北市中正區羅斯福路三段,7750 萬 (含車位價),透天厝,13.5年,建坪135.03,主+陽48.68,1~3/3樓,4房(室)1廳4衛(含加蓋2房(室)--廳4衛),1
中正區,戀戀台大高樓景觀,台北市中正區羅斯福路四段,5488 萬,辦公商業大樓,20.0年,建坪43.06,主+陽28.97,15/15樓,2房(室)2廳2衛,0
中正區,公館台大景觀辦公,台北市中正區羅斯福路四段,5989 萬,辦公商業大樓,20.0年,建坪47.42,主+陽31.92,15/15樓,1房(室)2廳2衛,0
中正區,杭州辦公人潮角窗,台北市中正區杭州南路一段,16500 萬 (含車位價),店面,15.7年,建坪90.06,主+陽52.60,1~2/12樓,1房(室)2廳3衛,1
中正區,羅斯福捷運金店,台北市中正區羅斯福路二段,4700 萬,店面,38.0年,建坪22.07,主+陽19.42,1/12樓,--房(室)2廳1衛,0
中正區,弘道國中設籍首選,台北市中正區紹興南街,999 萬,華廈,30.0年,建坪10.03,主+陽+露7.29,4/6樓,1房(室)1廳1衛(含加蓋1房(室)1廳--衛),0
