區域,建案名稱,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位
中正區,中正東門電梯三室,台北市中正區信義路二段,3480 萬 (含車位價),辦公商業大樓,28.3年,建坪29.87,主+陽14.96,4/12樓,3房(室)2廳1衛(含加蓋2房(室)--廳--衛),1
中正區,東門臨沂雅典豪邸,台北市中正區臨沂街,4588 萬 (含車位價),華廈,15.5年,建坪37.58,主+陽19.41,6/6樓,2房(室)2廳2衛(含加蓋2房(室)2廳1衛),1
中正區,皇翔紫鼎精美四房,台北市中正區中華路一段,15438 萬 (含車位價),住宅大樓,9.7年,建坪90.31,主+陽54.32,4/25樓,4房(室)2廳3衛,1
中正區,忠孝面寬景觀美辦,台北市中正區忠孝東路二段,4910 萬,辦公商業大樓,53.0年,建坪38.06,主31.44,3/11樓,3房(室)1廳--衛,0
中正區,宏燁文華C戶2F,台北市中正區,1475 萬,華廈,--年,建坪10.30,主+陽5.88,2/9樓,1房(室)--廳1衛,0
中正區,忠孝新生黑土美辦,台北市中正區忠孝東路二段,9180 萬,辦公商業大樓,53.0年,建坪71.16,主+陽57.92,3/11樓,3房(室)2廳--衛,0
中正區,忠孝新生稀釋辦公,台北市中正區忠孝東路二段,4270 萬,辦公商業大樓,53.0年,建坪33.10,主+陽26.48,3/11樓,--房(室)1廳--衛,0
中正區,忠孝新生低總收租,台北市中正區新生南路一段,2380 萬,公寓,48.0年,建坪18.91,主+陽+露18.91,5/5樓,4房(室)--廳4衛(含加蓋--房(室)--廳3衛),0
中正區,JIA面寬金店面,台北市中正區汀州路二段,5388 萬 (含車位價),店面,12.1年,建坪53.80,主+陽21.81,1/11樓,--房(室)1廳1衛,1
中正區,古亭邊間四房車位,台北市中正區廈門街,6888 萬 (含車位價),住宅大樓,13.3年,建坪75.96,主+陽46.33,3/11樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1
中正區,小南門美妝金店,台北市中正區中華路二段,6480 萬,店面,33.1年,建坪63.73,主+平38.15,1/6樓,--房(室)1廳1衛,0
中正區,忠孝新生日健邸,台北市中正區,2698 萬,住宅大樓,--年,建坪16.32,主+陽10.62,2/12樓,1房(室)1廳1衛,0
中正區,冠德庭院車庫一樓,台北市中正區廈門街,4488 萬 (含車位價),華廈,32.5年,建坪58.78,主21.59,1/5樓,5房(室)3廳2.5衛(含加蓋4房(室)1廳1衛),1
中正區,中正低總兩房美宅,台北市中正區臨沂街,1980 萬,公寓,59.2年,建坪16.11,主16.11,3/4樓,2房(室)1廳1衛,0
中正區,宏燁文華D戶2F,台北市中正區,1755 萬,華廈,--年,建坪12.96,主+陽7.40,2/9樓,1房(室)--廳1衛,0
中正區,戀戀台大後棟高樓,台北市中正區羅斯福路四段,1799 萬,辦公商業大樓,20.1年,建坪12.07,主+陽8.08,13/15樓,1房(室)1廳2衛(含加蓋1房(室)--廳1衛),0
中正區,中正低總寬敞辦公,台北市中正區汀州路一段,1280 萬,華廈,47.7年,建坪41.44,主38.56,B1/7樓,1房(室)2廳1衛(含加蓋1房(室)1廳--衛),0
中正區,站前商務首選,台北市中正區重慶南路一段,1425 萬,辦公商業大樓,43.3年,建坪16.67,主+陽13.41,8/8樓,1房(室)1廳--衛,0
中正區,忠孝東路高樓辦公,台北市中正區忠孝東路二段,4280 萬,辦公商業大樓,43.9年,建坪38.08,主29.47,12/12樓,3房(室)2廳--衛,0
中正區,忠孝新生捷運金店,台北市中正區新生南路一段,3988 萬,店面,16.1年,建坪22.71,主+陽17.31,1/15樓,1房(室)1廳1衛,0
中正區,低總置產金店面,台北市中正區衡陽路,1288 萬,店面,31.2年,建坪3.37,主1.86,1/11樓,--房(室)1廳--衛,0
中正區,低總兩房入主北市,台北市中正區中華路二段,798 萬,公寓,58.7年,建坪7.75,主+陽7.75,2/5樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),0
中正區,中正國中大坪一樓,台北市中正區金山南路一段,4188 萬,公寓,50.0年,建坪25.23,主25.23,1/4樓,1房(室)3廳1衛(含加蓋--房(室)1廳1衛),0
中正區,東門靜巷低總一樓,台北市中正區臨沂街,4188 萬,公寓,41.0年,建坪45.96,主+平25.00,1/5樓,8房(室)3廳3衛(含加蓋4房(室)1廳1衛),0
中正區,金華黑土邊間電梯,台北市中正區臨沂街,4105 萬,華廈,57.3年,建坪46.55,主+陽45.60,2/4樓,4房(室)2廳2衛,0
中正區,廈川里美2FA1,台北市中正區,2734 萬,住宅大樓,--年,建坪26.97,主+陽17.59,2/14樓,3房(室)1廳1.5衛,0
中正區,東門市場黃金店面,台北市中正區臨沂街,4468 萬,店面,66.4年,建坪8.17,主8.17,1/1樓,2房(室)2廳2衛(含加蓋2房(室)1廳2衛),0
中正區,華山特區電梯透天,台北市中正區杭州南路一段,18000 萬 (含車位價),透天厝,33.6年,建坪330.15,主+平+陽+露144.14,B2~4/4樓,13房(室)3廳6衛(含加蓋1房(室)2廳2衛),1
中正區,仁愛中正面寬金店,台北市中正區紹興南街,8980 萬,店面,41.5年,建坪66.76,主+平+陽40.45,B1~2/7樓,--房(室)3廳7衛(含加蓋--房(室)1廳5衛),0
中正區,古亭捷運住辦皆宜,台北市中正區和平西路一段,4228 萬,辦公商業大樓,38.9年,建坪42.72,主+陽36.49,3/12樓,2房(室)2廳2衛,0
中正區,宏燁文華C戶2F,台北市中正區,1475 萬,華廈,--年,建坪10.30,主+陽5.88,2/9樓,1房(室)--廳1衛,0
中正區,宏燁文華A戶2F,台北市中正區,1728 萬,華廈,--年,建坪12.51,主+陽7.14,2/9樓,1房(室)--廳1衛,0
中正區,宏燁文華D戶2F,台北市中正區,1755 萬,華廈,--年,建坪12.96,主+陽7.40,2/9樓,1房(室)--廳1衛,0
中正區,安森精品鋼骨美邸,台北市中正區信義路二段,3550 萬,住宅大樓,7.4年,建坪19.71,主+陽12.45,5/14樓,1房(室)1廳1衛,0
中正區,華山公園臨沂馥玉,台北市中正區金山南路一段,5788 萬 (含車位價),住宅大樓,11.6年,建坪53.56,主+陽24.45,4/12樓,2房(室)2廳2衛,1
中正區,收租高投報美屋房,台北市中正區廈門街,2650 萬,公寓,56.9年,建坪31.77,主+陽31.18,4/4樓,5房(室)--廳5衛,0
中正區,廈川里美2FA2,台北市中正區,2729 萬,住宅大樓,--年,建坪27.06,主+陽17.65,2/14樓,3房(室)1廳1.5衛,0
中正區,雙星站前商四店辦,台北市中正區館前路,46006 萬,辦公商業大樓,46.4年,建坪235.93,主+平+陽193.89,1~3/11樓,--房(室)3廳3衛,0
中正區,地上權收租小宅,台北市中正區汀州路一段,600 萬,公寓,50.3年,建坪15.90,主+陽15.90,4/4樓,2房(室)1廳1衛,0
中正區,近未來雙星金店面,台北市中正區開封街一段,998 萬,店面,37.5年,建坪2.19,主0.99,1/12樓,--房(室)1廳--衛,0
中正區,北車雙子星金店面,台北市中正區開封街一段,998 萬,店面,37.5年,建坪2.16,主0.97,1/12樓,--房(室)1廳--衛,0
中正區,學區保值首選,台北市中正區羅斯福路二段,2560 萬,華廈,14.9年,建坪15.44,主+陽9.48,2/9樓,--房(室)1廳1衛,0
中正區,古亭捷運稀有辦公,台北市中正區羅斯福路二段,7088 萬 (含車位價),辦公商業大樓,34.2年,建坪74.08,主+陽62.65,5/14樓,4房(室)--廳1衛,1
中正區,小南門黃金透天,台北市中正區中華路二段,9888 萬,透天厝,52.8年,建坪96.56,主96.56,1~4/4樓,8房(室)4廳4衛,0
中正區,古亭同安傳世透天,台北市中正區同安街,3400 萬,透天厝,61.7年,建坪6.86,主6.86,1/1樓,5房(室)1廳1衛(含加蓋2房(室)--廳--衛),0
中正區,臻第高樓景觀房,台北市中正區重慶南路三段,1080 萬,套房,17.3年,建坪10.70,主+陽7.37,10/12樓,--房(室)1廳1衛,0
中正區,廈川里美2FB1,台北市中正區,1731 萬,住宅大樓,--年,建坪17.02,主+陽11.08,2/14樓,2房(室)1廳1衛,0
中正區,新隆國宅高樓層,台北市中正區愛國東路,4800 萬,住宅大樓,40.4年,建坪35.96,主+陽24.04,10/12樓,3房(室)2廳2衛,0
中正區,古亭捷運面寬金店,台北市中正區汀州路二段,2080 萬,店面,41.5年,建坪--,無資料,1/7樓,--房(室)1廳1衛,0
中正區,華山收租置產首選,台北市中正區林森北路,2088 萬,公寓,50.2年,建坪37.35,主+陽37.35,3/4樓,5房(室)--廳5衛,0
中正區,忠孝文創稀有店面,台北市中正區忠孝東路二段,3610 萬,店面,53.3年,建坪21.87,主+平21.87,1/4樓,--房(室)1廳1衛,0
中正區,婦幼醫院旁大店面,台北市中正區南昌路二段,7268 萬,店面,43.5年,建坪51.83,主+平44.38,1/11樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
中正區,建中實小精華地段,台北市中正區寧波西街,17800 萬,華廈,35.4年,建坪220.39,主+平+陽186.53,1/7樓,6房(室)3廳5衛,0
中正區,植物園雅緻頂加,台北市中正區惠安街,1980 萬,公寓,45.5年,建坪29.61,主+陽28.16,5/5樓,7房(室)3廳2衛(含加蓋4房(室)1廳1衛),0
中正區,植物園超值透天,台北市中正區莒光路,12680 萬,透天厝,71.8年,建坪14.19,主14.19,1/1樓,8房(室)1廳9衛(含加蓋8房(室)1廳9衛),0
中正區,古亭捷運牯嶺金店,台北市中正區牯嶺街,4950 萬,店面,34.3年,建坪39.52,主+平25.65,B1~1/9樓,--房(室)2廳1衛,0
中正區,廈川里美2FB2,台北市中正區,1765 萬,住宅大樓,--年,建坪17.00,主+陽11.06,2/14樓,2房(室)1廳1衛,0
中正區,中正晏京稀有金店,台北市中正區廈門街,3750 萬,店面,8.7年,建坪22.32,主14.99,1/19樓,--房(室)1廳1衛,0
中正區,站前雙子星店霸,台北市中正區開封街一段,9888 萬,店面,37.4年,建坪92.23,主41.50,1/12樓,--房(室)1廳2衛,0
中正區,站前商四土地透天,台北市中正區南陽街,10800 萬,公寓,54.6年,建坪91.39,主91.39,1~4/4樓,--房(室)7廳5衛(含加蓋--房(室)3廳1衛),0
中正區,華山特區忠孝透天,台北市中正區忠孝東路二段,12800 萬,透天厝,65.4年,建坪35.73,主35.73,1~2/2樓,--房(室)--廳--衛,0
中正區,古亭捷運面寬金店,台北市中正區同安街,11000 萬,公寓,39.5年,建坪38.19,主+平32.73,1/5樓,--房(室)1廳1衛,0
中正區,古亭置產正大馬路,台北市中正區重慶南路三段,2950 萬,公寓,50.8年,建坪28.21,主28.21,2/4樓,3房(室)2廳1.5衛,0
中正區,中正古亭低總店辦,台北市中正區廈門街,1450 萬,店面,47.6年,建坪12.61,主+平11.39,1/5樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
中正區,台電捷運旁金店辦,台北市中正區師大路,4500 萬,店面,49.7年,建坪32.81,主21.93,B1~1/12樓,--房(室)2廳2衛,0
中正區,台電師大捷運美寓,台北市中正區師大路,3850 萬,公寓,49.0年,建坪40.83,主+陽35.74,2/5樓,4房(室)2廳2衛,0
中正區,站前正館前路店王,台北市中正區館前路,33000 萬,店面,49.0年,建坪26.83,主12.19,1/12樓,--房(室)1廳1衛,0
中正區,宏燁文華A戶2F,台北市中正區,1728 萬,華廈,--年,建坪12.51,主+陽7.14,2/9樓,1房(室)--廳1衛,0
中正區,正信義路角窗金店,台北市中正區信義路一段,4500 萬,店面,29.7年,建坪26.54,主19.28,1/12樓,--房(室)1廳1衛,0
中正區,德林小資美宅,台北市中正區南昌路二段,2280 萬 (含車位價),住宅大樓,18.4年,建坪19.36,主+陽9.20,4/13樓,2房(室)1廳1衛(含加蓋1房(室)--廳--衛),1
中正區,北車南陽收租透天,台北市中正區南陽街,6850 萬,透天厝,79.6年,建坪77.08,主77.08,1~3/3樓,--房(室)4廳4衛,0
中正區,雙星站前萬象金倉,台北市中正區忠孝西路一段,1560 萬,辦公商業大樓,49.0年,建坪30.64,主16.68,B1/11樓,1房(室)1廳1衛,0
中正區,站前御鑽金店,台北市中正區漢口街一段,15800 萬,店面,39.7年,建坪115.19,主+平95.86,B1~1/8樓,--房(室)1廳1衛,0
中正區,公園路整棟百坪透,台北市中正區公園路,8850 萬,透天厝,--年,建坪110.30,主110.30,1~4/4樓,5房(室)4廳4衛,0
中正區,古亭捷運二樓店辦,台北市中正區和平西路一段,4188 萬 (含車位價),住宅大樓,6.7年,建坪28.97,主+陽14.54,2/14樓,1房(室)2廳1衛,1
中正區,信義東門超商店王,台北市中正區信義路二段,17800 萬,店面,47.7年,建坪84.31,主71.49,1/12樓,--房(室)2廳1衛,0
中正區,師大捷運旁店面,台北市中正區師大路,4500 萬,店面,53.9年,建坪27.22,主27.22,1/4樓,1房(室)1廳2衛,0
中正區,宏燁文華C戶2F,台北市中正區,1475 萬,華廈,--年,建坪10.30,主+陽5.88,2/9樓,1房(室)--廳1衛,0
中正區,古亭連鎖金店,台北市中正區廈門街,3500 萬 (含車位價),店面,9.3年,建坪31.66,主15.75,1/11樓,--房(室)1廳1衛,1
中正區,中正信義金鑽首選,台北市中正區信義路一段,9800 萬 (含車位價),店面,29.7年,建坪76.35,主+陽56.62,1/12樓,8房(室)3廳2衛,1
中正區,古亭捷運低總價店,台北市中正區南昌路二段,1150 萬,店面,29.2年,建坪10.32,主3.85,1/11樓,--房(室)1廳--衛,0
中正區,台大三角窗金店,台北市中正區羅斯福路三段,24300 萬 (含車位價),辦公商業大樓,10.0年,建坪144.83,主+陽84.93,1~2/19樓,--房(室)1廳2衛,1
中正區,中正國中三房美居,台北市中正區杭州南路一段,3180 萬,公寓,42.7年,建坪28.08,主+陽25.05,4/5樓,3房(室)1廳1衛,0
中正區,三總面寬角窗店面,台北市中正區汀州路三段,8800 萬,公寓,51.7年,建坪33.51,主33.51,1/4樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛),0
中正區,忠孝新生捷運金店,台北市中正區臨沂街,4850 萬,店面,26.2年,建坪25.47,主+陽13.21,1/6樓,--房(室)1廳1衛,0
中正區,中正東門公寓三房,台北市中正區臨沂街,5288 萬,公寓,44.6年,建坪39.50,主+陽39.50,4/5樓,3房(室)2廳2衛,0
中正區,宏燁文華D戶2F,台北市中正區,1755 萬,華廈,--年,建坪12.96,主+陽7.40,2/9樓,1房(室)--廳1衛,0
中正區,近西門捷運美辦,台北市中正區衡陽路,1538 萬,辦公商業大樓,31.1年,建坪18.57,主10.36,6/11樓,--房(室)1廳1衛,0
中正區,中正國中景觀住辦,台北市中正區愛國東路,5380 萬,華廈,46.2年,建坪43.21,主+陽43.21,2/7樓,--房(室)1廳1衛,0
中正區,未來捷運陽光美寓,台北市中正區汀州路一段,2200 萬,公寓,48.5年,建坪34.91,主+陽34.91,4/4樓,4房(室)2廳2衛,0
中正區,未來雙星商圈金店,台北市中正區忠孝西路一段,1000 萬,店面,48.9年,建坪7.37,主2.66,1/11樓,--房(室)1廳--衛,0
中正區,忠孝華山黑金透天,台北市中正區忠孝東路二段,26800 萬,透天厝,64.4年,建坪98.99,主98.99,1~4/4樓,--房(室)4廳4衛,0
中正區,古亭捷運華和純萃,台北市中正區,2280 萬,住宅大樓,--年,建坪18.88,主+陽12.18,12/15樓,2房(室)2廳1衛,0
中正區,廈川里美2FA1,台北市中正區,2734 萬,住宅大樓,--年,建坪26.97,主+陽17.59,2/14樓,3房(室)1廳1.5衛,0
中正區,台大寰宇堂金店,台北市中正區羅斯福路四段,15000 萬 (含車位價),店面,11.2年,建坪73.64,主+陽43.78,1/15樓,--房(室)1廳1衛,1
中正區,穩定收租精品美套,台北市中正區羅斯福路三段,2180 萬,華廈,13.5年,建坪19.02,主10.06,4/10樓,1房(室)1廳1衛,0
中正區,台電大樓三角金店,台北市中正區汀州路三段,7600 萬,店面,37.3年,建坪26.93,主+平24.62,1/17樓,2房(室)2廳1衛(含加蓋1房(室)--廳--衛),0
中正區,全新永康東門店霸,台北市中正區臨沂街,18715 萬 (含車位價),店面,1.7年,建坪94.30,主45.05,1/13樓,--房(室)1廳1衛,1
中正區,臨沂大戶美裝鼎加,台北市中正區臨沂街,7290 萬,公寓,56.8年,建坪72.91,主72.91,4/4樓,5房(室)4廳3衛(含加蓋2房(室)2廳1衛),0
中正區,廈川里美2FA2,台北市中正區,2729 萬,住宅大樓,--年,建坪27.06,主+陽17.65,2/14樓,3房(室)1廳1.5衛,0
中正區,東門低總好屋,台北市中正區臨沂街,788 萬,透天厝,75.3年,建坪8.50,主8.50,1/1樓,1房(室)2廳2衛(含加蓋1房(室)1廳1衛),0
中正區,中正區電梯四房,台北市中正區中華路二段,2380 萬,華廈,48.5年,建坪31.71,主+陽31.72,5/7樓,4房(室)1廳2衛,0
中正區,雙星站前美食店面,台北市中正區忠孝西路一段,458 萬,店面,48.8年,建坪4.46,主2.04,1/11樓,--房(室)1廳--衛,0
中正區,北車商四透天店面,台北市中正區懷寧街,11980 萬,透天厝,76.8年,建坪52.25,主52.25,1~3/3樓,6房(室)4廳4衛(含加蓋3房(室)1廳1衛),0
中正區,新隆正面中正國中,台北市中正區愛國東路,4200 萬,住宅大樓,40.2年,建坪29.91,主+陽20.19,3/12樓,2房(室)2廳1衛,0
中正區,中正低總小資美宅,台北市中正區中華路二段,1266 萬,華廈,44.7年,建坪16.22,主+陽13.38,5/7樓,1房(室)1廳1衛,0
中正區,鋼骨角窗首選辦公,台北市中正區南昌路一段,7900 萬,辦公商業大樓,15.8年,建坪91.39,主+陽57.50,2/18樓,--房(室)1廳1衛(含加蓋--房(室)--廳0.5衛),0
中正區,中正面寬金店,台北市中正區汀州路一段,3580 萬,店面,42.0年,建坪28.11,主+平26.01,1/7樓,--房(室)1廳1衛(含加蓋--房(室)--廳1衛),0
中正區,延平南路店辦1樓,台北市中正區延平南路,3980 萬,華廈,49.5年,建坪51.98,主28.61,B1~1/7樓,2房(室)1廳1衛,0
中正區,公館收租人潮金店,台北市中正區汀州路三段,9900 萬,店面,54.1年,建坪28.85,主28.85,B1~1/4樓,--房(室)1廳1衛,0
中正區,廈川里美2FB1,台北市中正區,1731 萬,住宅大樓,--年,建坪17.02,主+陽11.08,2/14樓,2房(室)1廳1衛,0
中正區,永昌三黃金土地,台北市中正區,1011 萬,無資料,--年,建坪--,無資料,--樓,--房(室)--廳--衛,0
中正區,西門置產首選金店,台北市中正區中華路一段,2358 萬,店面,34.1年,建坪23.51,主10.29,B1/14樓,--房(室)1廳1衛,0
中正區,忠孝新生庭院大戶,台北市中正區臨沂街,14800 萬 (含車位價),華廈,36.0年,建坪170.32,主+平136.88,B1~1/6樓,6房(室)3廳6衛,1
中正區,匯台大精緻小品,台北市中正區羅斯福路三段,1588 萬,套房,13.5年,建坪14.54,主6.63,2/10樓,1房(室)1廳1衛,0
中正區,新隆國宅都更改建,台北市中正區金華街,5208 萬,住宅大樓,40.2年,建坪36.21,主+陽24.30,5/12樓,3房(室)2廳2衛,0
中正區,公館商圈改建透天,台北市中正區羅斯福路四段,32000 萬,透天厝,68.1年,建坪101.42,主101.42,1~4/4樓,8房(室)2廳10衛,0
中正區,正南昌路捷運金店,台北市中正區南昌路二段,2999 萬,店面,34.8年,建坪15.27,主13.04,1/15樓,--房(室)1廳1衛,0
中正區,南機場置產首選,台北市中正區中華路二段,750 萬,公寓,58.8年,建坪7.75,主+陽7.75,3/5樓,1房(室)1廳1衛,0
中正區,未來捷運高樓電梯,台北市中正區中華路二段,3588 萬,華廈,41.0年,建坪52.33,主+陽43.99,7/7樓,5房(室)2廳3衛,0
中正區,廈川里美2FB2,台北市中正區,1765 萬,住宅大樓,--年,建坪17.00,主+陽11.06,2/14樓,2房(室)1廳1衛,0
中正區,中正電梯美妝3房,台北市中正區信義路二段,4288 萬,住宅大樓,47.7年,建坪30.24,主+陽26.94,5/12樓,3房(室)1廳2衛,0
中正區,雙子星稀有金店,台北市中正區辛亥路一段,4188 萬,店面,7.5年,建坪17.36,主14.47,1/15樓,1房(室)--廳1衛,0
中正區,城中潛力金透天,台北市中正區武昌街一段,8360 萬,透天厝,62.5年,建坪59.54,主59.54,1~4/4樓,3房(室)3廳1衛,0
中正區,公館台大戀戀台大,台北市中正區羅斯福路四段,10000 萬,辦公商業大樓,20.0年,建坪65.45,主+陽26.63,2/15樓,--房(室)1廳--衛,0
中正區,近捷運小資置產,台北市中正區延平南路,528 萬,辦公商業大樓,44.8年,建坪8.12,主3.18,2/15樓,--房(室)1廳--衛,0
中正區,公館站前連鎖店霸,台北市中正區羅斯福路四段,29800 萬 (含車位價),店面,22.9年,建坪58.92,主+陽41.78,1/12樓,--房(室)1廳--衛,1
中正區,東門市場金雞母,台北市中正區臨沂街,5880 萬 (含車位價),店面,29.3年,建坪30.61,主+陽20.26,1/9樓,3房(室)2廳2衛,1
中正區,宏燁文華A戶2F,台北市中正區,1728 萬,華廈,--年,建坪12.51,主+陽7.14,2/9樓,1房(室)--廳1衛,0
中正區,戀戀台大前棟景觀,台北市中正區羅斯福路四段,3780 萬,辦公商業大樓,20.0年,建坪33.34,主+陽22.85,6/15樓,2房(室)1廳1衛,0
中正區,新隆國宅稀有釋出,台北市中正區愛國東路,5966 萬,住宅大樓,40.4年,建坪45.67,主+陽30.62,3/12樓,4房(室)2廳2衛,0
中正區,東門捷運金華邊間,台北市中正區臨沂街,2500 萬,公寓,56.8年,建坪25.01,主25.01,4/4樓,4房(室)--廳4衛,0
中正區,新隆稀有上市,台北市中正區愛國東路,5738 萬,住宅大樓,40.2年,建坪42.48,主+陽28.38,11/12樓,3房(室)2廳2衛,0
中正區,宏燁文華C戶2F,台北市中正區,1475 萬,華廈,--年,建坪10.30,主+陽5.88,2/9樓,1房(室)--廳1衛,0
